transaction_id,datetime,hour,day_of_week,city,upi_app,category,amount,new_device,multiple_failed_attempts,location_mismatch,odd_hour_txn,is_fraud,fraud_type,risk_score,transaction_status
TXN000838,2024-07-11 20:00:00,20,Thursday,Kolkata,BHIM,Travel,10212,0,0,0,0,0,None,2,Successful
TXN000839,2024-01-18 15:00:00,15,Thursday,Bangalore,PhonePe,Food & Dining,13754,0,0,0,0,0,None,2,Successful
TXN000840,2024-10-25 18:00:00,18,Friday,Chennai,Paytm,Food & Dining,7661,1,1,0,0,0,None,27,Successful
TXN000841,2024-05-29 15:00:00,15,Wednesday,Delhi,BHIM,Bill Payment,3384,0,0,0,0,0,None,2,Successful
TXN000842,2024-09-09 16:00:00,16,Monday,Bangalore,BHIM,Travel,113879,0,1,0,0,0,None,27,Successful
TXN000843,2024-02-02 21:00:00,21,Friday,Mumbai,GPay,Bill Payment,14642,0,0,1,0,0,None,13,Successful
TXN000844,2024-01-31 22:00:00,22,Wednesday,Delhi,PhonePe,Shopping,6104,1,0,0,1,0,None,20,Successful
TXN000845,2024-05-07 00:00:00,0,Tuesday,Hyderabad,Paytm,Shopping,9636,0,1,0,1,0,None,25,Successful
TXN000846,2024-01-11 22:00:00,22,Thursday,Kolkata,GPay,Food & Dining,9716,1,0,1,1,0,None,32,Successful
TXN000847,2024-02-29 07:00:00,7,Thursday,Mumbai,PhonePe,Investment,6940,0,0,0,0,0,None,2,Successful
TXN000848,2024-09-13 04:00:00,4,Friday,Bangalore,Amazon Pay,Food & Dining,8247,0,0,0,1,0,None,10,Successful
TXN000849,2024-04-17 16:00:00,16,Wednesday,Bangalore,GPay,Money Transfer,5101,0,0,1,0,0,None,13,Successful
TXN000850,2024-07-24 13:00:00,13,Wednesday,Hyderabad,PhonePe,Money Transfer,2858,0,0,0,0,0,None,2,Successful
TXN000851,2024-02-22 16:00:00,16,Thursday,Hyderabad,PhonePe,Food & Dining,11432,0,0,0,0,0,None,2,Successful
TXN000852,2024-04-25 05:00:00,5,Thursday,Chennai,GPay,Recharge,174796,0,0,0,1,1,Account Takeover,20,Fraudulent
TXN000853,2024-05-07 19:00:00,19,Tuesday,Pune,GPay,Bill Payment,12109,0,0,0,0,0,None,2,Successful
TXN000854,2024-08-25 06:00:00,6,Sunday,Delhi,PhonePe,Shopping,5539,0,0,0,0,0,None,2,Successful
TXN000855,2024-03-07 09:00:00,9,Thursday,Mumbai,Paytm,Bill Payment,547,0,1,0,0,0,None,17,Successful
TXN000856,2024-05-16 13:00:00,13,Thursday,Delhi,GPay,Recharge,10938,0,1,0,0,0,None,17,Successful
TXN000857,2024-08-24 02:00:00,2,Saturday,Delhi,GPay,Money Transfer,7622,0,0,1,1,0,None,22,Successful
TXN000858,2024-05-18 00:00:00,0,Saturday,Mumbai,PhonePe,Recharge,10693,1,0,0,1,0,None,20,Successful
TXN000859,2024-11-07 09:00:00,9,Thursday,Hyderabad,GPay,Food & Dining,13929,0,1,0,0,1,Unauthorized Transfer,17,Fraudulent
TXN000860,2024-11-17 21:00:00,21,Sunday,Mumbai,Paytm,Entertainment,11996,1,1,0,0,0,None,27,Successful
TXN000861,2024-06-16 06:00:00,6,Sunday,Mumbai,GPay,Money Transfer,182561,0,1,0,0,0,None,27,Successful
TXN000862,2024-12-22 18:00:00,18,Sunday,Chennai,GPay,Investment,13374,0,0,1,0,0,None,13,Successful
TXN000863,2024-12-21 20:00:00,20,Saturday,Pune,GPay,Bill Payment,1850,1,0,0,0,0,None,12,Successful
TXN000864,2024-12-05 01:00:00,1,Thursday,Delhi,Paytm,Money Transfer,55252,0,0,0,1,0,None,20,Successful
TXN000865,2024-09-08 11:00:00,11,Sunday,Delhi,GPay,Entertainment,4131,0,0,0,0,0,None,2,Successful
TXN000866,2024-04-26 23:00:00,23,Friday,Pune,Paytm,Recharge,1612,0,0,0,1,0,None,10,Successful
TXN000867,2024-10-19 19:00:00,19,Saturday,Delhi,GPay,Food & Dining,10293,0,0,0,0,0,None,2,Successful
TXN000868,2024-09-19 18:00:00,18,Thursday,Ahmedabad,PhonePe,Recharge,633,1,0,0,0,0,None,12,Successful
TXN000869,2024-02-12 05:00:00,5,Monday,Delhi,PhonePe,Recharge,1890,1,0,0,1,0,None,20,Successful
TXN000870,2024-11-21 09:00:00,9,Thursday,Mumbai,PhonePe,Shopping,6121,0,0,0,0,0,None,2,Successful
TXN000871,2024-04-02 07:00:00,7,Tuesday,Hyderabad,Paytm,Travel,5154,0,0,0,0,0,None,2,Successful
TXN000872,2024-08-28 07:00:00,7,Wednesday,Pune,PhonePe,Investment,11479,0,1,0,0,0,None,17,Successful
TXN000873,2024-05-24 08:00:00,8,Friday,Bangalore,Paytm,Money Transfer,11465,0,1,1,0,0,None,28,Successful
TXN000874,2024-04-25 20:00:00,20,Thursday,Chennai,Paytm,Recharge,7680,0,0,0,0,0,None,2,Successful
TXN000875,2024-02-21 05:00:00,5,Wednesday,Chennai,Paytm,Recharge,10117,0,0,0,1,0,None,10,Successful
TXN000876,2024-08-25 07:00:00,7,Sunday,Delhi,Paytm,Shopping,6681,0,1,0,0,0,None,17,Successful
TXN000877,2024-03-24 10:00:00,10,Sunday,Hyderabad,GPay,Shopping,9255,0,0,0,0,0,None,2,Successful
TXN000878,2024-08-18 04:00:00,4,Sunday,Delhi,GPay,Money Transfer,186492,0,0,0,1,0,None,20,Successful
TXN000879,2024-11-19 04:00:00,4,Tuesday,Delhi,PhonePe,Shopping,1861,0,0,0,1,0,None,10,Successful
TXN000880,2024-12-06 15:00:00,15,Friday,Pune,Paytm,Food & Dining,11889,0,0,0,0,0,None,2,Successful
TXN000881,2024-04-03 03:00:00,3,Wednesday,Chennai,PhonePe,Travel,8731,0,0,0,1,0,None,10,Successful
TXN000882,2024-01-09 21:00:00,21,Tuesday,Hyderabad,PhonePe,Investment,8195,1,1,0,0,0,None,27,Successful
TXN000883,2024-12-16 00:00:00,0,Monday,Delhi,PhonePe,Bill Payment,11536,0,0,0,1,0,None,10,Successful
TXN000884,2024-03-24 06:00:00,6,Sunday,Chennai,PhonePe,Bill Payment,94,0,0,0,0,0,None,2,Successful
TXN000885,2024-01-18 22:00:00,22,Thursday,Ahmedabad,Paytm,Shopping,2953,0,0,0,1,1,SIM Swap,10,Blocked
TXN000886,2024-11-11 01:00:00,1,Monday,Pune,Paytm,Food & Dining,12740,1,1,0,1,0,None,35,Successful
TXN000887,2024-01-25 10:00:00,10,Thursday,Mumbai,PhonePe,Shopping,9545,0,0,1,0,0,None,13,Successful
TXN000888,2024-01-23 18:00:00,18,Tuesday,Chennai,PhonePe,Bill Payment,12253,0,0,0,0,0,None,2,Successful
TXN000889,2024-12-06 15:00:00,15,Friday,Pune,GPay,Travel,6460,0,0,0,0,0,None,2,Successful
TXN000890,2024-11-12 10:00:00,10,Tuesday,Bangalore,PhonePe,Money Transfer,2168,0,0,0,0,0,None,2,Successful
TXN000891,2024-12-08 09:00:00,9,Sunday,Chennai,Paytm,Shopping,125278,0,0,0,0,0,None,12,Successful
TXN000892,2024-12-12 06:00:00,6,Thursday,Chennai,Paytm,Money Transfer,10739,0,0,0,0,0,None,2,Successful
TXN000893,2024-09-01 23:00:00,23,Sunday,Ahmedabad,GPay,Money Transfer,2261,0,0,0,1,0,None,10,Successful
TXN000894,2024-12-11 07:00:00,7,Wednesday,Kolkata,GPay,Bill Payment,62124,1,0,1,0,0,None,34,Successful
TXN000895,2024-12-04 18:00:00,18,Wednesday,Ahmedabad,GPay,Food & Dining,13016,0,0,0,0,0,None,2,Successful
TXN000896,2024-03-05 01:00:00,1,Tuesday,Mumbai,Paytm,Recharge,8592,0,0,0,1,0,None,10,Successful
TXN000897,2024-08-21 23:00:00,23,Wednesday,Pune,Paytm,Food & Dining,9708,0,0,0,1,0,None,10,Successful
TXN000898,2024-01-15 21:00:00,21,Monday,Pune,GPay,Shopping,13716,1,0,0,0,0,None,12,Successful
TXN000899,2024-07-25 20:00:00,20,Thursday,Kolkata,PhonePe,Shopping,85403,0,0,0,0,1,Unauthorized Transfer,12,Fraudulent
TXN000900,2024-06-18 23:00:00,23,Tuesday,Ahmedabad,BHIM,Recharge,4058,0,0,0,1,0,None,10,Successful
TXN000901,2024-05-18 21:00:00,21,Saturday,Delhi,BHIM,Food & Dining,3024,0,0,1,0,0,None,13,Successful
TXN000902,2024-07-27 01:00:00,1,Saturday,Pune,GPay,Shopping,11071,0,0,0,1,0,None,10,Successful
TXN000903,2024-07-10 00:00:00,0,Wednesday,Delhi,GPay,Travel,9953,0,0,0,1,0,None,10,Successful
TXN000904,2024-09-03 19:00:00,19,Tuesday,Hyderabad,Amazon Pay,Shopping,14142,1,0,0,0,0,None,12,Successful
TXN000905,2024-11-02 06:00:00,6,Saturday,Mumbai,PhonePe,Shopping,1686,0,0,1,0,0,None,13,Successful
TXN000906,2024-06-05 01:00:00,1,Wednesday,Pune,Paytm,Shopping,9007,0,0,1,1,0,None,22,Successful
TXN000907,2024-04-03 23:00:00,23,Wednesday,Kolkata,GPay,Investment,7934,0,0,0,1,0,None,10,Successful
TXN000908,2024-06-27 13:00:00,13,Thursday,Mumbai,GPay,Food & Dining,2103,1,0,0,0,0,None,12,Successful
TXN000909,2024-12-30 15:00:00,15,Monday,Ahmedabad,GPay,Shopping,123122,0,0,0,0,1,Fake UPI ID,12,Blocked
TXN000910,2024-10-12 16:00:00,16,Saturday,Mumbai,Paytm,Food & Dining,9252,0,1,0,0,0,None,17,Successful
TXN000911,2024-09-17 23:00:00,23,Tuesday,Pune,GPay,Shopping,11290,0,0,0,1,0,None,10,Successful
TXN000912,2024-04-14 11:00:00,11,Sunday,Delhi,GPay,Shopping,6371,0,0,1,0,0,None,13,Successful
TXN000913,2024-05-22 12:00:00,12,Wednesday,Delhi,PhonePe,Food & Dining,8480,0,0,1,0,1,SIM Swap,13,Fraudulent
TXN000914,2024-02-19 20:00:00,20,Monday,Bangalore,GPay,Investment,174700,0,0,0,0,0,None,12,Successful
TXN000915,2024-10-08 18:00:00,18,Tuesday,Hyderabad,PhonePe,Food & Dining,10097,0,0,0,0,0,None,2,Successful
TXN000916,2024-12-29 02:00:00,2,Sunday,Delhi,BHIM,Investment,9258,0,0,0,1,0,None,10,Successful
TXN000917,2024-12-19 12:00:00,12,Thursday,Hyderabad,Amazon Pay,Recharge,8282,1,0,0,0,0,None,12,Successful
TXN000918,2024-09-10 10:00:00,10,Tuesday,Bangalore,Paytm,Food & Dining,14644,1,1,1,0,0,None,39,Successful
TXN000919,2024-10-10 03:00:00,3,Thursday,Hyderabad,GPay,Recharge,318,0,0,0,1,0,None,10,Successful
TXN000920,2024-04-05 20:00:00,20,Friday,Pune,Paytm,Shopping,6530,0,1,0,0,0,None,17,Successful
TXN000921,2024-10-31 05:00:00,5,Thursday,Bangalore,PhonePe,Food & Dining,120570,0,1,0,1,1,SIM Swap,35,Fraudulent
TXN000922,2024-05-02 04:00:00,4,Thursday,Delhi,Amazon Pay,Shopping,3607,0,1,0,1,0,None,25,Successful
TXN000923,2024-07-19 22:00:00,22,Friday,Delhi,Paytm,Travel,1041,0,0,0,1,0,None,10,Successful
TXN000924,2024-01-22 18:00:00,18,Monday,Hyderabad,Paytm,Shopping,131288,0,1,0,0,0,None,27,Successful
TXN000925,2024-02-01 20:00:00,20,Thursday,Bangalore,BHIM,Shopping,13235,1,0,0,0,0,None,12,Successful
TXN000926,2024-11-20 06:00:00,6,Wednesday,Chennai,Amazon Pay,Entertainment,6693,0,0,0,0,0,None,2,Successful
TXN000927,2024-02-23 20:00:00,20,Friday,Ahmedabad,GPay,Shopping,13019,0,0,0,0,0,None,2,Successful
TXN000928,2024-12-29 06:00:00,6,Sunday,Delhi,Paytm,Recharge,5344,0,0,0,0,0,None,2,Successful
TXN000929,2024-09-05 11:00:00,11,Thursday,Hyderabad,GPay,Money Transfer,3558,1,0,0,0,0,None,12,Successful
TXN000930,2024-12-25 01:00:00,1,Wednesday,Delhi,GPay,Recharge,8346,0,0,0,1,0,None,10,Successful
TXN000931,2024-03-14 02:00:00,2,Thursday,Mumbai,PhonePe,Bill Payment,7605,1,0,0,1,1,Account Takeover,20,Blocked
TXN000932,2024-03-07 16:00:00,16,Thursday,Chennai,PhonePe,Food & Dining,7408,0,0,0,0,0,None,2,Successful
TXN000933,2024-02-21 23:00:00,23,Wednesday,Ahmedabad,PhonePe,Food & Dining,171237,0,1,0,1,0,None,35,Successful
TXN000934,2024-09-19 11:00:00,11,Thursday,Delhi,Paytm,Shopping,152498,0,0,0,0,0,None,12,Successful
TXN000935,2024-04-18 15:00:00,15,Thursday,Delhi,Paytm,Shopping,6061,0,0,0,0,0,None,2,Successful
TXN000936,2024-11-03 05:00:00,5,Sunday,Chennai,PhonePe,Travel,3616,0,0,0,1,0,None,10,Successful
TXN000937,2024-07-28 06:00:00,6,Sunday,Hyderabad,GPay,Bill Payment,3554,1,0,0,0,1,Unauthorized Transfer,12,Fraudulent
TXN000938,2024-09-23 04:00:00,4,Monday,Hyderabad,GPay,Recharge,13783,0,0,0,1,0,None,10,Successful
TXN000939,2024-04-03 09:00:00,9,Wednesday,Delhi,GPay,Travel,13282,0,0,0,0,0,None,2,Successful
TXN000940,2024-12-15 10:00:00,10,Sunday,Bangalore,Paytm,Bill Payment,143614,0,1,1,0,1,Account Takeover,39,Blocked
TXN000941,2024-08-05 01:00:00,1,Monday,Bangalore,PhonePe,Shopping,6167,0,0,0,1,0,None,10,Successful
TXN000942,2024-09-10 05:00:00,5,Tuesday,Pune,GPay,Recharge,9450,0,0,0,1,0,None,10,Successful
TXN000943,2024-09-14 00:00:00,0,Saturday,Kolkata,Paytm,Recharge,7349,0,0,0,1,1,Unauthorized Transfer,10,Blocked
TXN000944,2024-09-04 14:00:00,14,Wednesday,Bangalore,Amazon Pay,Shopping,158490,0,0,0,0,0,None,12,Successful
TXN000945,2024-09-11 22:00:00,22,Wednesday,Hyderabad,GPay,Food & Dining,10336,0,1,0,1,0,None,25,Successful
TXN000946,2024-08-05 09:00:00,9,Monday,Bangalore,GPay,Money Transfer,138622,0,0,0,0,0,None,12,Successful
TXN000947,2024-04-04 10:00:00,10,Thursday,Delhi,PhonePe,Investment,8764,1,0,0,0,0,None,12,Successful
TXN000948,2024-01-09 14:00:00,14,Tuesday,Bangalore,PhonePe,Travel,9513,0,0,0,0,0,None,2,Successful
TXN000949,2024-03-22 14:00:00,14,Friday,Delhi,GPay,Bill Payment,11211,0,0,0,0,0,None,2,Successful
TXN000950,2024-05-21 01:00:00,1,Tuesday,Kolkata,PhonePe,Food & Dining,13218,0,0,0,1,0,None,10,Successful
TXN000951,2024-06-19 14:00:00,14,Wednesday,Mumbai,Amazon Pay,Recharge,9406,0,0,0,0,0,None,2,Successful
TXN000952,2024-12-03 23:00:00,23,Tuesday,Mumbai,PhonePe,Recharge,344,1,0,0,1,0,None,20,Successful
TXN000953,2024-05-28 13:00:00,13,Tuesday,Delhi,GPay,Entertainment,580,0,0,0,0,0,None,2,Successful
TXN000954,2024-10-24 06:00:00,6,Thursday,Delhi,GPay,Travel,12184,0,0,0,0,0,None,2,Successful
TXN000955,2024-03-26 05:00:00,5,Tuesday,Pune,Amazon Pay,Money Transfer,10330,0,0,1,1,0,None,22,Successful
TXN000956,2024-08-02 03:00:00,3,Friday,Delhi,BHIM,Recharge,8982,0,0,0,1,0,None,10,Successful
TXN000957,2024-03-25 16:00:00,16,Monday,Mumbai,PhonePe,Shopping,7441,1,0,0,0,0,None,12,Successful
TXN000958,2024-10-29 19:00:00,19,Tuesday,Delhi,PhonePe,Shopping,13497,1,0,0,0,0,None,12,Successful
TXN000959,2024-09-22 18:00:00,18,Sunday,Chennai,GPay,Recharge,174357,0,0,0,0,0,None,12,Successful
TXN000960,2024-06-10 19:00:00,19,Monday,Hyderabad,PhonePe,Food & Dining,5083,0,1,0,0,0,None,17,Successful
TXN000961,2024-02-06 17:00:00,17,Tuesday,Chennai,BHIM,Food & Dining,13973,0,0,1,0,0,None,13,Successful
TXN000962,2024-04-21 14:00:00,14,Sunday,Hyderabad,PhonePe,Bill Payment,184326,0,0,0,0,0,None,12,Successful
TXN000963,2024-04-24 13:00:00,13,Wednesday,Pune,GPay,Shopping,11922,0,0,1,0,0,None,13,Successful
TXN000964,2024-04-12 08:00:00,8,Friday,Delhi,Paytm,Shopping,1075,0,0,0,0,0,None,2,Successful
TXN000965,2024-12-25 14:00:00,14,Wednesday,Chennai,GPay,Shopping,178593,1,0,1,0,1,Unauthorized Transfer,34,Fraudulent
TXN000966,2024-06-21 20:00:00,20,Friday,Delhi,PhonePe,Travel,2514,0,0,1,0,0,None,13,Successful
TXN000967,2024-04-22 12:00:00,12,Monday,Kolkata,GPay,Food & Dining,1558,0,1,0,0,0,None,17,Successful
TXN000968,2024-11-14 02:00:00,2,Thursday,Bangalore,GPay,Shopping,4873,0,0,0,1,0,None,10,Successful
TXN000969,2024-07-22 09:00:00,9,Monday,Hyderabad,PhonePe,Travel,9594,0,0,0,0,0,None,2,Successful
TXN000970,2024-10-01 06:00:00,6,Tuesday,Kolkata,PhonePe,Bill Payment,7449,1,0,0,0,0,None,12,Successful
TXN000971,2024-11-04 07:00:00,7,Monday,Ahmedabad,PhonePe,Shopping,7383,0,0,0,0,0,None,2,Successful
TXN000972,2024-11-02 12:00:00,12,Saturday,Pune,PhonePe,Bill Payment,182216,0,0,0,0,0,None,12,Successful
TXN000973,2024-09-19 16:00:00,16,Thursday,Pune,Paytm,Shopping,1805,0,0,0,0,0,None,2,Successful
TXN000974,2024-05-25 18:00:00,18,Saturday,Kolkata,GPay,Shopping,360,0,0,0,0,0,None,2,Successful
TXN000975,2024-02-17 20:00:00,20,Saturday,Delhi,PhonePe,Entertainment,5292,1,0,0,0,0,None,12,Successful
TXN000976,2024-12-06 21:00:00,21,Friday,Chennai,PhonePe,Bill Payment,9171,1,0,0,0,0,None,12,Successful
TXN000977,2024-12-04 05:00:00,5,Wednesday,Delhi,Paytm,Entertainment,3194,0,0,0,1,1,Fake UPI ID,10,Fraudulent
TXN000978,2024-02-13 03:00:00,3,Tuesday,Bangalore,PhonePe,Money Transfer,11194,1,0,0,1,1,SIM Swap,20,Fraudulent
TXN000979,2024-07-13 05:00:00,5,Saturday,Delhi,PhonePe,Food & Dining,12083,0,0,0,1,1,Unauthorized Transfer,10,Fraudulent
TXN000980,2024-12-13 00:00:00,0,Friday,Delhi,Amazon Pay,Recharge,78925,0,1,0,1,1,Phishing,35,Fraudulent
TXN000981,2024-11-19 07:00:00,7,Tuesday,Chennai,PhonePe,Entertainment,14032,0,0,1,0,0,None,13,Successful
TXN000982,2024-02-07 10:00:00,10,Wednesday,Mumbai,GPay,Shopping,9286,0,0,0,0,0,None,2,Successful
TXN000983,2024-12-18 10:00:00,10,Wednesday,Ahmedabad,GPay,Money Transfer,12282,0,1,0,0,0,None,17,Successful
TXN000984,2024-08-05 15:00:00,15,Monday,Delhi,BHIM,Travel,7531,0,0,0,0,0,None,2,Successful
TXN000985,2024-02-27 23:00:00,23,Tuesday,Pune,PhonePe,Investment,7526,0,1,0,1,0,None,25,Successful
TXN000986,2024-11-18 05:00:00,5,Monday,Delhi,Paytm,Shopping,189324,1,0,0,1,1,Phishing,30,Fraudulent
TXN000987,2024-12-02 01:00:00,1,Monday,Pune,Paytm,Recharge,1347,0,0,0,1,0,None,10,Successful
TXN000988,2024-04-05 06:00:00,6,Friday,Kolkata,PhonePe,Investment,10434,0,0,0,0,0,None,2,Successful
TXN000989,2024-12-13 11:00:00,11,Friday,Mumbai,PhonePe,Shopping,12318,0,0,0,0,0,None,2,Successful
TXN000990,2024-04-12 12:00:00,12,Friday,Hyderabad,PhonePe,Money Transfer,7590,0,0,0,0,0,None,2,Successful
TXN000991,2024-10-21 16:00:00,16,Monday,Bangalore,PhonePe,Recharge,9590,1,0,0,0,0,None,12,Successful
TXN000992,2024-05-07 00:00:00,0,Tuesday,Pune,PhonePe,Entertainment,5299,0,1,0,1,0,None,25,Successful
TXN000993,2024-11-20 22:00:00,22,Wednesday,Mumbai,BHIM,Entertainment,11589,1,0,0,1,0,None,20,Successful
TXN000994,2024-08-11 23:00:00,23,Sunday,Delhi,Paytm,Shopping,7013,1,0,0,1,0,None,20,Successful
TXN000995,2024-01-14 19:00:00,19,Sunday,Hyderabad,PhonePe,Food & Dining,10974,0,0,0,0,0,None,2,Successful
TXN000996,2024-11-04 14:00:00,14,Monday,Delhi,Paytm,Recharge,14233,1,0,0,0,0,None,12,Successful
TXN000997,2024-03-19 21:00:00,21,Tuesday,Pune,Paytm,Investment,11115,0,0,0,0,0,None,2,Successful
TXN000998,2024-02-08 10:00:00,10,Thursday,Ahmedabad,GPay,Bill Payment,11049,0,0,0,0,0,None,2,Successful
TXN000999,2024-06-10 17:00:00,17,Monday,Pune,Paytm,Shopping,12425,0,1,0,0,0,None,17,Successful
TXN001000,2024-06-15 03:00:00,3,Saturday,Pune,BHIM,Money Transfer,13584,0,0,1,1,0,None,22,Successful
TXN001001,2024-12-26 13:00:00,13,Thursday,Delhi,PhonePe,Money Transfer,1704,0,0,0,0,0,None,2,Successful
TXN001002,2024-06-20 02:00:00,2,Thursday,Pune,PhonePe,Food & Dining,12015,0,0,1,1,1,Phishing,22,Fraudulent
TXN001003,2024-10-30 04:00:00,4,Wednesday,Pune,GPay,Entertainment,94537,1,0,1,1,0,None,42,Successful
TXN001004,2024-01-15 16:00:00,16,Monday,Delhi,GPay,Shopping,449,0,0,0,0,0,None,2,Successful
TXN001005,2024-02-05 02:00:00,2,Monday,Hyderabad,Amazon Pay,Bill Payment,2518,1,0,0,1,0,None,20,Successful
TXN001006,2024-11-04 06:00:00,6,Monday,Ahmedabad,PhonePe,Travel,3886,0,0,0,0,0,None,2,Successful
TXN001007,2024-05-15 12:00:00,12,Wednesday,Hyderabad,PhonePe,Money Transfer,13951,0,0,0,0,0,None,2,Successful
TXN001008,2024-11-23 11:00:00,11,Saturday,Delhi,Paytm,Shopping,6929,0,0,0,0,0,None,2,Successful
TXN001009,2024-07-22 15:00:00,15,Monday,Pune,GPay,Recharge,13250,0,0,0,0,0,None,2,Successful
TXN001010,2024-10-14 13:00:00,13,Monday,Bangalore,PhonePe,Bill Payment,6102,0,1,0,0,0,None,17,Successful
TXN001011,2024-11-17 12:00:00,12,Sunday,Kolkata,PhonePe,Shopping,11391,0,0,0,0,0,None,2,Successful
TXN001012,2024-03-18 07:00:00,7,Monday,Delhi,PhonePe,Money Transfer,4997,0,0,0,0,0,None,2,Successful
TXN001013,2024-10-06 17:00:00,17,Sunday,Delhi,PhonePe,Food & Dining,4669,1,0,1,0,0,None,24,Successful
TXN001014,2024-01-09 22:00:00,22,Tuesday,Delhi,GPay,Shopping,10943,0,1,0,1,1,SIM Swap,25,Fraudulent
TXN001015,2024-01-29 05:00:00,5,Monday,Delhi,PhonePe,Travel,7284,0,1,0,1,0,None,25,Successful
TXN001016,2024-03-08 18:00:00,18,Friday,Pune,PhonePe,Shopping,2890,1,1,0,0,1,SIM Swap,27,Fraudulent
TXN001017,2024-11-07 20:00:00,20,Thursday,Delhi,Paytm,Travel,430,1,0,0,0,0,None,12,Successful
TXN001018,2024-03-18 10:00:00,10,Monday,Hyderabad,GPay,Bill Payment,2003,0,0,0,0,0,None,2,Successful
TXN001019,2024-05-08 20:00:00,20,Wednesday,Ahmedabad,PhonePe,Food & Dining,5601,0,1,0,0,0,None,17,Successful
TXN001020,2024-09-05 07:00:00,7,Thursday,Chennai,Paytm,Shopping,11582,0,0,0,0,0,None,2,Successful
TXN001021,2024-02-08 05:00:00,5,Thursday,Chennai,PhonePe,Shopping,10852,1,0,0,1,0,None,20,Successful
TXN001022,2024-01-14 15:00:00,15,Sunday,Bangalore,PhonePe,Shopping,5265,0,0,0,0,0,None,2,Successful
TXN001023,2024-04-24 06:00:00,6,Wednesday,Mumbai,GPay,Recharge,7622,0,0,0,0,0,None,2,Successful
TXN001024,2024-09-09 05:00:00,5,Monday,Hyderabad,Paytm,Bill Payment,14214,0,0,0,1,0,None,10,Successful
TXN001025,2024-05-09 08:00:00,8,Thursday,Mumbai,Paytm,Bill Payment,10240,0,0,0,0,0,None,2,Successful
TXN001026,2024-07-20 17:00:00,17,Saturday,Hyderabad,Amazon Pay,Shopping,98785,0,0,0,0,0,None,12,Successful
TXN001027,2024-05-05 01:00:00,1,Sunday,Mumbai,PhonePe,Food & Dining,7934,0,0,0,1,0,None,10,Successful
TXN001028,2024-05-21 09:00:00,9,Tuesday,Ahmedabad,PhonePe,Bill Payment,7684,1,0,0,0,0,None,12,Successful
TXN001029,2024-12-01 04:00:00,4,Sunday,Hyderabad,GPay,Entertainment,12967,0,1,0,1,0,None,25,Successful
TXN001030,2024-07-30 12:00:00,12,Tuesday,Mumbai,Paytm,Shopping,4010,0,0,0,0,0,None,2,Successful
TXN001031,2024-05-02 16:00:00,16,Thursday,Bangalore,BHIM,Bill Payment,14105,0,0,0,0,1,SIM Swap,2,Fraudulent
TXN001032,2024-04-13 08:00:00,8,Saturday,Delhi,GPay,Food & Dining,1280,1,0,0,0,0,None,12,Successful
TXN001033,2024-04-16 10:00:00,10,Tuesday,Mumbai,Paytm,Recharge,9383,1,0,1,0,0,None,24,Successful
TXN001034,2024-05-25 12:00:00,12,Saturday,Delhi,GPay,Bill Payment,4479,0,0,0,0,0,None,2,Successful
TXN001035,2024-09-24 12:00:00,12,Tuesday,Bangalore,Amazon Pay,Entertainment,820,0,1,0,0,0,None,17,Successful
TXN001036,2024-01-01 18:00:00,18,Monday,Ahmedabad,PhonePe,Food & Dining,3446,0,1,1,0,0,None,28,Successful
TXN001037,2024-10-19 02:00:00,2,Saturday,Bangalore,Paytm,Shopping,2627,0,0,0,1,0,None,10,Successful
TXN001038,2024-09-25 11:00:00,11,Wednesday,Mumbai,BHIM,Recharge,159359,0,0,0,0,0,None,12,Successful
TXN001039,2024-02-18 07:00:00,7,Sunday,Hyderabad,BHIM,Food & Dining,2048,0,1,0,0,0,None,17,Successful
TXN001040,2024-12-28 06:00:00,6,Saturday,Delhi,PhonePe,Shopping,10597,0,0,0,0,0,None,2,Successful
TXN001041,2024-11-07 01:00:00,1,Thursday,Mumbai,PhonePe,Entertainment,143318,1,1,1,1,0,None,56,Successful
TXN001042,2024-11-16 13:00:00,13,Saturday,Mumbai,GPay,Bill Payment,11917,0,0,1,0,1,Account Takeover,13,Blocked
TXN001043,2024-03-25 21:00:00,21,Monday,Mumbai,PhonePe,Recharge,985,0,0,0,0,0,None,2,Successful
TXN001044,2024-03-12 22:00:00,22,Tuesday,Pune,PhonePe,Food & Dining,2216,0,0,0,1,0,None,10,Successful
TXN001045,2024-10-28 20:00:00,20,Monday,Pune,Paytm,Money Transfer,3461,1,0,0,0,0,None,12,Successful
TXN001046,2024-04-17 00:00:00,0,Wednesday,Mumbai,Paytm,Recharge,10397,0,0,0,1,0,None,10,Successful
TXN001047,2024-05-08 19:00:00,19,Wednesday,Chennai,PhonePe,Travel,10199,0,0,1,0,0,None,13,Successful
TXN001048,2024-03-01 09:00:00,9,Friday,Mumbai,PhonePe,Money Transfer,7100,0,1,0,0,1,Fake UPI ID,17,Fraudulent
TXN001049,2024-08-01 09:00:00,9,Thursday,Mumbai,PhonePe,Travel,6821,0,1,0,0,0,None,17,Successful
TXN001050,2024-09-09 20:00:00,20,Monday,Bangalore,GPay,Bill Payment,6586,0,0,1,0,0,None,13,Successful
TXN001051,2024-09-06 13:00:00,13,Friday,Bangalore,GPay,Bill Payment,2178,1,1,0,0,0,None,27,Successful
TXN001052,2024-03-29 10:00:00,10,Friday,Delhi,Paytm,Travel,6012,0,1,0,0,0,None,17,Successful
